,Distance Fraction,PCM Spv,co2 spv,minwool spv
0,0.0,-15.8172,19.731674622047812,19.731992951746026
1,0.05263157894736842,-15.8157,19.74511314791567,19.74543095786725
2,0.10526315789473684,-15.8112,19.785383863721915,19.785700111114334
3,0.15789473684210525,-15.8037,19.85235113918107,19.852664771331206
4,0.21052631578947367,-15.7932,19.945785508387736,19.94609545645365
5,0.2631578947368421,-15.7797,20.06535877976075,20.06566395289704
6,0.3157894736842105,-15.7633,20.210637644304565,20.21093692444811
7,0.3684210526315789,-15.7441,20.381076209475726,20.381368446955527
8,0.42105263157894735,-15.722,20.576007970817003,20.576291980987197
9,0.47368421052631576,-15.6972,20.794637792938193,20.794912354035016
10,0.5263157894736842,-15.6698,21.036034502306084,21.036298354725815
11,0.5789473684210527,-15.6398,21.29912469494846,21.299376542131785
12,0.631578947368421,-15.6074,21.582688332324633,21.582926843412345
13,0.6842105263157894,-15.5727,21.885356639492205,21.885580453886657
14,0.7368421052631579,-15.5359,22.205612733960084,22.205820467885996
15,0.7894736842105263,-15.497,22.541795305224028,22.54198556033204
16,0.8421052631578947,-15.4563,22.892105539025447,22.892276913023228
17,0.894736842105263,-15.4139,23.25461734283428,23.25476844206545
18,0.9473684210526315,-15.3702,23.62729078651088,23.62742024033413
19,1.0,-15.3251,24.0079885314077,24.008095008160396
