,Distance Fraction,PCM Spv,co2 spv,minwool spv
0,0.0,-11.1617,21.810003315490526,21.810003320085514
1,0.05263157894736842,-11.1599,21.818465899482845,21.81846590406899
2,0.10526315789473684,-11.1546,21.84380897830832,21.843808982867916
3,0.15789473684210525,-11.1458,21.885898757325485,21.885898761840807
4,0.21052631578947367,-11.1335,21.94451299424805,21.944512998701327
5,0.2631578947368421,-11.1179,22.01934212021444,22.019342124587844
6,0.3157894736842105,-11.0989,22.109990804984022,22.109990809259678
7,0.3684210526315789,-11.0766,22.215979961750257,22.215979965910233
8,0.42105263157894735,-11.0512,22.33674918548822,22.33674918951455
9,0.47368421052631576,-11.0228,22.471659616992664,22.471659620867378
10,0.5263157894736842,-10.9915,22.619997222795,22.61999722650016
11,0.5789473684210527,-10.9574,22.78097647897062,22.78097648248837
12,0.631578947368421,-10.9208,22.953744444471113,22.953744447783752
13,0.6842105263157894,-10.8818,23.137385207063634,23.137385210153692
14,0.7368421052631579,-10.8405,23.33092468226852,23.33092468511885
15,0.7894736842105263,-10.7972,23.533335742905503,23.533335745499386
16,0.8421052631578947,-10.752,23.743543654047198,23.74354365636846
17,0.894736842105263,-10.7053,23.960431785401802,23.960431787434942
18,0.9473684210526315,-10.6571,24.18284757047659,24.182847572206917
19,1.0,-10.6077,24.409608679381474,24.409608680795248
