,Distance Fraction,PCM Spv,co2 spv,minwool spv
0,0.0,-18.6706,17.980604512891396,18.231196894621664
1,0.05263157894736842,-18.6701,17.990590836360372,18.240734597843424
2,0.10526315789473684,-18.6683,18.020866584202604,18.269667892876654
3,0.15789473684210525,-18.6654,18.072368052129505,18.31894282971153
4,0.21052631578947367,-18.6612,18.14660891750875,18.390087809687923
5,0.2631578947368421,-18.6557,18.24561001531416,18.485141173590613
6,0.3157894736842105,-18.6487,18.371801342663417,18.6065503671769
7,0.3684210526315789,-18.6401,18.527897302075097,18.7570439168386
8,0.42105263157894735,-18.6299,18.716747337250162,18.93947864888303
9,0.47368421052631576,-18.6178,18.94116568412359,19.156666200561666
10,0.5263157894736842,-18.6038,19.203745842073843,19.41118477988505
11,0.5789473684210527,-18.5877,19.5066673732324,19.70518413429255
12,0.631578947368421,-18.5695,19.85150450907071,20.040193526097703
13,0.6842105263157894,-18.5491,20.23904750018652,20.416943899078397
14,0.7368421052631579,-18.5265,20.669148412890017,20.835216081982125
15,0.7894736842105263,-18.5018,21.140602929193346,21.293726591756645
16,0.8421052631578947,-18.475,21.651078506508725,21.790061245043177
17,0.894736842105263,-18.4462,22.197096977344124,22.320664354535495
18,0.9473684210526315,-18.4156,22.774076426554505,22.88088790477284
19,1.0,-18.3834,23.376433212353295,23.465101026336754
