,Distance Fraction,PCM Spv,co2 spv,minwool spv
0,0.0,0.0022,24.227141041497827,24.227141041497827
1,0.05263157894736842,0.0031,24.229192591929497,24.229192591929497
2,0.10526315789473684,0.0059,24.235336351563273,24.235336351563273
3,0.15789473684210525,0.0105,24.24553970323917,24.24553970323917
4,0.21052631578947367,0.017,24.259748477462555,24.259748477462555
5,0.2631578947368421,0.0253,24.277887239989344,24.277887239989344
6,0.3157894736842105,0.0354,24.299859692305517,24.299859692305517
7,0.3684210526315789,0.0471,24.325549182874816,24.325549182874816
8,0.42105263157894735,0.0605,24.35481932644039,24.35481932644039
9,0.47368421052631576,0.0756,24.38751472809259,24.38751472809259
10,0.5263157894736842,0.0921,24.423461808258836,24.423461808258836
11,0.5789473684210527,0.1101,24.46246972423565,24.46246972423565
12,0.631578947368421,0.1295,24.504331383370573,24.504331383370573
13,0.6842105263157894,0.1502,24.548824542514897,24.548824542514897
14,0.7368421052631579,0.1721,24.59571298791028,24.59571298791028
15,0.7894736842105263,0.195,24.644747789245287,24.644747789245287
16,0.8421052631578947,0.219,24.695668621223984,24.695668621223984
17,0.894736842105263,0.2438,24.748205145630497,24.748205145630497
18,0.9473684210526315,0.2694,24.802078446552112,24.802078446552112
19,1.0,0.2957,24.857002511141314,24.857002511141314
