,minwool,co2data,pcmdata
1229,23.9,23.9,-2.51
1230,23.9,23.9,-2.5
1231,23.9,23.9,-2.48
1232,23.9,23.9,-2.47
1233,23.9,23.9,-2.46
1234,23.91,23.91,-2.45
1235,23.91,23.91,-2.44
1236,23.91,23.91,-2.42
1237,23.91,23.91,-2.41
1238,23.91,23.91,-2.4
1239,23.91,23.91,-2.39
1240,23.92,23.92,-2.37
1241,23.92,23.92,-2.36
1242,23.92,23.92,-2.35
1243,23.92,23.92,-2.34
1244,23.92,23.92,-2.32
1245,23.93,23.93,-2.31
1246,23.93,23.93,-2.3
1247,23.93,23.93,-2.29
1248,23.93,23.93,-2.28
1249,23.93,23.93,-2.26
1250,23.93,23.93,-2.25
1251,23.94,23.94,-2.24
1252,23.94,23.94,-2.23
1253,23.94,23.94,-2.21
1254,23.94,23.94,-2.2
1255,23.94,23.94,-2.19
1256,23.95,23.95,-2.18
1257,23.95,23.95,-2.17
1258,23.95,23.95,-2.15
1259,23.95,23.95,-2.14
1260,23.95,23.95,-2.13
1261,23.95,23.95,-2.12
1262,23.96,23.96,-2.1
1263,23.96,23.96,-2.09
1264,23.96,23.96,-2.08
1265,23.96,23.96,-2.07
1266,23.96,23.96,-2.06
1267,23.97,23.97,-2.04
1268,23.97,23.97,-2.03
1269,23.97,23.97,-2.02
1270,23.97,23.97,-2.01
1271,23.97,23.97,-1.99
1272,23.97,23.97,-1.98
1273,23.98,23.98,-1.97
1274,23.98,23.98,-1.96
1275,23.98,23.98,-1.95
1276,23.98,23.98,-1.93
1277,23.98,23.98,-1.92
1278,23.98,23.98,-1.91
1279,23.99,23.99,-1.9
1280,23.99,23.99,-1.88
1281,23.99,23.99,-1.87
1282,23.99,23.99,-1.86
1283,23.99,23.99,-1.85
1284,23.99,23.99,-1.84
1285,24.0,24.0,-1.82
1286,24.0,24.0,-1.81
1287,24.0,24.0,-1.8
1288,24.0,24.0,-1.79
1289,24.0,24.0,-1.78
1290,24.0,24.0,-1.76
1291,24.01,24.01,-1.75
1292,24.01,24.01,-1.74
1293,24.01,24.01,-1.73
1294,24.01,24.01,-1.72
1295,24.01,24.01,-1.7
1296,24.01,24.01,-1.69
1297,24.02,24.02,-1.68
1298,24.02,24.02,-1.67
1299,24.02,24.02,-1.65
1300,24.02,24.02,-1.64
1301,24.02,24.02,-1.63
1302,24.02,24.02,-1.62
1303,24.03,24.03,-1.61
1304,24.03,24.03,-1.59
1305,24.03,24.03,-1.58
1306,24.03,24.03,-1.57
1307,24.03,24.03,-1.56
1308,24.03,24.03,-1.55
1309,24.04,24.04,-1.53
1310,24.04,24.04,-1.52
1311,24.04,24.04,-1.51
1312,24.04,24.04,-1.5
1313,24.04,24.04,-1.49
1314,24.04,24.04,-1.47
1315,24.05,24.05,-1.46
1316,24.05,24.05,-1.45
1317,24.05,24.05,-1.44
1318,24.05,24.05,-1.43
1319,24.05,24.05,-1.41
1320,24.05,24.05,-1.4
1321,24.06,24.06,-1.39
1322,24.06,24.06,-1.38
1323,24.06,24.06,-1.37
1324,24.06,24.06,-1.35
1325,24.06,24.06,-1.34
1326,24.06,24.06,-1.33
1327,24.06,24.06,-1.32
1328,24.07,24.07,-1.31
1329,24.07,24.07,-1.3
1330,24.07,24.07,-1.28
1331,24.07,24.07,-1.27
1332,24.07,24.07,-1.26
1333,24.07,24.07,-1.25
1334,24.08,24.08,-1.24
1335,24.08,24.08,-1.22
1336,24.08,24.08,-1.21
1337,24.08,24.08,-1.2
1338,24.08,24.08,-1.19
1339,24.08,24.08,-1.18
1340,24.09,24.09,-1.16
1341,24.09,24.09,-1.15
1342,24.09,24.09,-1.14
1343,24.09,24.09,-1.13
1344,24.09,24.09,-1.12
1345,24.09,24.09,-1.1
1346,24.09,24.09,-1.09
1347,24.1,24.1,-1.08
1348,24.1,24.1,-1.07
1349,24.1,24.1,-1.06
1350,24.1,24.1,-1.05
1351,24.1,24.1,-1.03
1352,24.1,24.1,-1.02
1353,24.1,24.1,-1.01
1354,24.11,24.11,-1.0
1355,24.11,24.11,-0.99
1356,24.11,24.11,-0.97
1357,24.11,24.11,-0.96
1358,24.11,24.11,-0.95
1359,24.11,24.11,-0.94
1360,24.12,24.12,-0.93
1361,24.12,24.12,-0.92
1362,24.12,24.12,-0.9
1363,24.12,24.12,-0.89
1364,24.12,24.12,-0.88
1365,24.12,24.12,-0.87
1366,24.12,24.12,-0.86
1367,24.13,24.13,-0.85
1368,24.13,24.13,-0.83
1369,24.13,24.13,-0.82
1370,24.13,24.13,-0.81
1371,24.13,24.13,-0.8
1372,24.13,24.13,-0.79
1373,24.13,24.13,-0.77
1374,24.14,24.14,-0.76
1375,24.14,24.14,-0.75
1376,24.14,24.14,-0.74
1377,24.14,24.14,-0.73
1378,24.14,24.14,-0.72
1379,24.14,24.14,-0.7
1380,24.14,24.14,-0.69
1381,24.15,24.15,-0.68
1382,24.15,24.15,-0.67
1383,24.15,24.15,-0.66
1384,24.15,24.15,-0.65
1385,24.15,24.15,-0.63
1386,24.15,24.15,-0.62
1387,24.15,24.15,-0.61
1388,24.16,24.16,-0.6
1389,24.16,24.16,-0.59
1390,24.16,24.16,-0.58
1391,24.16,24.16,-0.56
1392,24.16,24.16,-0.55
1393,24.16,24.16,-0.54
1394,24.16,24.16,-0.53
1395,24.17,24.17,-0.52
1396,24.17,24.17,-0.51
1397,24.17,24.17,-0.49
1398,24.17,24.17,-0.48
1399,24.17,24.17,-0.47
1400,24.17,24.17,-0.46
1401,24.17,24.17,-0.45
1402,24.18,24.18,-0.44
1403,24.18,24.18,-0.42
1404,24.18,24.18,-0.41
1405,24.18,24.18,-0.4
1406,24.18,24.18,-0.39
1407,24.18,24.18,-0.38
1408,24.18,24.18,-0.37
1409,24.19,24.19,-0.35
1410,24.19,24.19,-0.34
1411,24.19,24.19,-0.33
1412,24.19,24.19,-0.32
1413,24.19,24.19,-0.31
1414,24.19,24.19,-0.3
1415,24.19,24.19,-0.29
1416,24.2,24.2,-0.27
1417,24.2,24.2,-0.26
1418,24.2,24.2,-0.25
1419,24.2,24.2,-0.24
1420,24.2,24.2,-0.23
1421,24.2,24.2,-0.22
1422,24.2,24.2,-0.2
1423,24.2,24.2,-0.19
1424,24.21,24.21,-0.18
1425,24.21,24.21,-0.17
1426,24.21,24.21,-0.16
1427,24.21,24.21,-0.15
1428,24.21,24.21,-0.14
1429,24.21,24.21,-0.12
1430,24.21,24.21,-0.11
1431,24.22,24.22,-0.1
1432,24.22,24.22,-0.09
1433,24.22,24.22,-0.08
1434,24.22,24.22,-0.07
1435,24.22,24.22,-0.06
1436,24.22,24.22,-0.04
1437,24.22,24.22,-0.03
1438,24.22,24.22,-0.02
1439,24.23,24.23,-0.01
1440,24.23,24.23,0.0
1441,24.23,24.23,0.01
1442,24.23,24.23,0.03
1443,24.23,24.23,0.04
1444,24.23,24.23,0.05
1445,24.23,24.23,0.06
1446,24.23,24.23,0.07
1447,24.24,24.24,0.08
1448,24.24,24.24,0.09
1449,24.24,24.24,0.11
1450,24.24,24.24,0.12
1451,24.24,24.24,0.13
1452,24.24,24.24,0.14
1453,24.24,24.24,0.15
1454,24.25,24.25,0.16
1455,24.25,24.25,0.17
1456,24.25,24.25,0.18
1457,24.25,24.25,0.2
1458,24.25,24.25,0.21
1459,24.25,24.25,0.22
1460,24.25,24.25,0.23
1461,24.25,24.25,0.24
1462,24.26,24.26,0.25
1463,24.26,24.26,0.26
1464,24.26,24.26,0.28
1465,24.26,24.26,0.29
1466,24.26,24.26,0.3
1467,24.26,24.26,0.31
1468,24.26,24.26,0.32
1469,24.26,24.26,0.33
1470,24.27,24.27,0.34
1471,24.27,24.27,0.36
1472,24.27,24.27,0.37
1473,24.27,24.27,0.38
1474,24.27,24.27,0.39
1475,24.27,24.27,0.4
1476,24.27,24.27,0.41
1477,24.27,24.27,0.42
1478,24.28,24.28,0.43
1479,24.28,24.28,0.45
1480,24.28,24.28,0.46
1481,24.28,24.28,0.47
1482,24.28,24.28,0.48
1483,24.28,24.28,0.49
1484,24.28,24.28,0.5
1485,24.28,24.28,0.51
1486,24.28,24.28,0.52
1487,24.29,24.29,0.54
1488,24.29,24.29,0.55
1489,24.29,24.29,0.56
1490,24.29,24.29,0.57
1491,24.29,24.29,0.58
1492,24.29,24.29,0.59
1493,24.29,24.29,0.6
1494,24.29,24.29,0.61
1495,24.3,24.3,0.63
1496,24.3,24.3,0.64
1497,24.3,24.3,0.65
1498,24.3,24.3,0.66
1499,24.3,24.3,0.67
1500,24.3,24.3,0.68
1501,24.3,24.3,0.69
1502,24.3,24.3,0.7
1503,24.31,24.31,0.72
1504,24.31,24.31,0.73
1505,24.31,24.31,0.74
1506,24.31,24.31,0.75
1507,24.31,24.31,0.76
1508,24.31,24.31,0.77
1509,24.31,24.31,0.78
1510,24.31,24.31,0.79
1511,24.31,24.31,0.8
1512,24.32,24.32,0.82
1513,24.32,24.32,0.83
1514,24.32,24.32,0.84
1515,24.32,24.32,0.85
1516,24.32,24.32,0.86
1517,24.32,24.32,0.87
1518,24.32,24.32,0.88
1519,24.32,24.32,0.89
1520,24.32,24.32,0.9
1521,24.33,24.33,0.92
1522,24.33,24.33,0.93
1523,24.33,24.33,0.94
1524,24.33,24.33,0.95
1525,24.33,24.33,0.96
1526,24.33,24.33,0.97
1527,24.33,24.33,0.98
1528,24.33,24.33,0.99
1529,24.33,24.33,1.0
1530,24.34,24.34,1.02
1531,24.34,24.34,1.03
1532,24.34,24.34,1.04
1533,24.34,24.34,1.05
1534,24.34,24.34,1.06
1535,24.34,24.34,1.07
1536,24.34,24.34,1.08
1537,24.34,24.34,1.09
1538,24.34,24.34,1.1
1539,24.35,24.35,1.12
1540,24.35,24.35,1.13
1541,24.35,24.35,1.14
1542,24.35,24.35,1.15
1543,24.35,24.35,1.16
1544,24.35,24.35,1.17
1545,24.35,24.35,1.18
1546,24.35,24.35,1.19
1547,24.35,24.35,1.2
1548,24.36,24.36,1.21
1549,24.36,24.36,1.23
1550,24.36,24.36,1.24
1551,24.36,24.36,1.25
1552,24.36,24.36,1.26
1553,24.36,24.36,1.27
1554,24.36,24.36,1.28
1555,24.36,24.36,1.29
1556,24.36,24.36,1.3
1557,24.37,24.37,1.31
1558,24.37,24.37,1.32
1559,24.37,24.37,1.34
1560,24.37,24.37,1.35
1561,24.37,24.37,1.36
1562,24.37,24.37,1.37
1563,24.37,24.37,1.38
1564,24.37,24.37,1.39
1565,24.37,24.37,1.4
1566,24.38,24.38,1.41
1567,24.38,24.38,1.42
1568,24.38,24.38,1.43
1569,24.38,24.38,1.44
1570,24.38,24.38,1.46
1571,24.38,24.38,1.47
1572,24.38,24.38,1.48
1573,24.38,24.38,1.49
1574,24.38,24.38,1.5
1575,24.38,24.38,1.51
1576,24.39,24.39,1.52
1577,24.39,24.39,1.53
1578,24.39,24.39,1.54
1579,24.39,24.39,1.55
1580,24.39,24.39,1.56
1581,24.39,24.39,1.58
1582,24.39,24.39,1.59
1583,24.39,24.39,1.6
1584,24.39,24.39,1.61
1585,24.39,24.39,1.62
1586,24.4,24.4,1.63
1587,24.4,24.4,1.64
1588,24.4,24.4,1.65
1589,24.4,24.4,1.66
1590,24.4,24.4,1.67
1591,24.4,24.4,1.68
1592,24.4,24.4,1.69
1593,24.4,24.4,1.71
1594,24.4,24.4,1.72
1595,24.41,24.41,1.73
1596,24.41,24.41,1.74
1597,24.41,24.41,1.75
1598,24.41,24.41,1.76
1599,24.41,24.41,1.77
1600,24.41,24.41,1.78
1601,24.41,24.41,1.79
1602,24.41,24.41,1.8
1603,24.41,24.41,1.81
1604,24.41,24.41,1.82
1605,24.42,24.42,1.84
1606,24.42,24.42,1.85
1607,24.42,24.42,1.86
1608,24.42,24.42,1.87
1609,24.42,24.42,1.88
1610,24.42,24.42,1.89
1611,24.42,24.42,1.9
1612,24.42,24.42,1.91
1613,24.42,24.42,1.92
1614,24.42,24.42,1.93
1615,24.42,24.42,1.94
1616,24.43,24.43,1.95
1617,24.43,24.43,1.96
1618,24.43,24.43,1.97
1619,24.43,24.43,1.99
1620,24.43,24.43,2.0
1621,24.43,24.43,2.01
1622,24.43,24.43,2.02
1623,24.43,24.43,2.03
1624,24.43,24.43,2.04
1625,24.43,24.43,2.05
1626,24.44,24.44,2.06
1627,24.44,24.44,2.07
1628,24.44,24.44,2.08
1629,24.44,24.44,2.09
1630,24.44,24.44,2.1
1631,24.44,24.44,2.11
1632,24.44,24.44,2.12
1633,24.44,24.44,2.14
1634,24.44,24.44,2.15
1635,24.44,24.44,2.16
1636,24.44,24.44,2.17
1637,24.45,24.45,2.18
1638,24.45,24.45,2.19
1639,24.45,24.45,2.2
1640,24.45,24.45,2.21
1641,24.45,24.45,2.22
1642,24.45,24.45,2.23
1643,24.45,24.45,2.24
1644,24.45,24.45,2.25
1645,24.45,24.45,2.26
1646,24.45,24.45,2.27
1647,24.46,24.46,2.28
1648,24.46,24.46,2.29
1649,24.46,24.46,2.31
1650,24.46,24.46,2.32
1651,24.46,24.46,2.33
1652,24.46,24.46,2.34
1653,24.46,24.46,2.35
1654,24.46,24.46,2.36
1655,24.46,24.46,2.37
1656,24.46,24.46,2.38
1657,24.46,24.46,2.39
1658,24.47,24.47,2.4
1659,24.47,24.47,2.41
1660,24.47,24.47,2.42
1661,24.47,24.47,2.43
1662,24.47,24.47,2.44
1663,24.47,24.47,2.45
1664,24.47,24.47,2.46
1665,24.47,24.47,2.47
1666,24.47,24.47,2.48
1667,24.47,24.47,2.5
1668,24.47,24.47,2.51
1669,24.47,24.47,2.52
1670,24.48,24.48,2.53
1671,24.48,24.48,2.54
1672,24.48,24.48,2.55
1673,24.48,24.48,2.56
1674,24.48,24.48,2.57
1675,24.48,24.48,2.58
1676,24.48,24.48,2.59
1677,24.48,24.48,2.6
1678,24.48,24.48,2.61
1679,24.48,24.48,2.62
1680,24.48,24.48,2.63
1681,24.49,24.49,2.64
1682,24.49,24.49,2.65
1683,24.49,24.49,2.66
1684,24.49,24.49,2.67
1685,24.49,24.49,2.68
1686,24.49,24.49,2.69
1687,24.49,24.49,2.7
1688,24.49,24.49,2.72
1689,24.49,24.49,2.73
1690,24.49,24.49,2.74
1691,24.49,24.49,2.75
1692,24.49,24.49,2.76
1693,24.5,24.5,2.77
1694,24.5,24.5,2.78
1695,24.5,24.5,2.79
1696,24.5,24.5,2.8
1697,24.5,24.5,2.81
1698,24.5,24.5,2.82
1699,24.5,24.5,2.83
1700,24.5,24.5,2.84
1701,24.5,24.5,2.85
1702,24.5,24.5,2.86
1703,24.5,24.5,2.87
1704,24.51,24.51,2.88
1705,24.51,24.51,2.89
1706,24.51,24.51,2.9
1707,24.51,24.51,2.91
1708,24.51,24.51,2.92
1709,24.51,24.51,2.93
1710,24.51,24.51,2.94
1711,24.51,24.51,2.95
1712,24.51,24.51,2.96
1713,24.51,24.51,2.98
1714,24.51,24.51,2.99
1715,24.51,24.51,3.0
1716,24.51,24.51,3.01
1717,24.52,24.52,3.02
1718,24.52,24.52,3.03
1719,24.52,24.52,3.04
1720,24.52,24.52,3.05
1721,24.52,24.52,3.06
1722,24.52,24.52,3.07
1723,24.52,24.52,3.08
1724,24.52,24.52,3.09
1725,24.52,24.52,3.1
1726,24.52,24.52,3.11
1727,24.52,24.52,3.12
1728,24.52,24.52,3.13
1729,24.53,24.53,3.14
1730,24.53,24.53,3.15
1731,24.53,24.53,3.16
1732,24.53,24.53,3.17
1733,24.53,24.53,3.18
1734,24.53,24.53,3.19
1735,24.53,24.53,3.2
1736,24.53,24.53,3.21
1737,24.53,24.53,3.22
1738,24.53,24.53,3.23
1739,24.53,24.53,3.24
1740,24.53,24.53,3.25
1741,24.53,24.53,3.26
1742,24.54,24.54,3.27
1743,24.54,24.54,3.28
1744,24.54,24.54,3.29
1745,24.54,24.54,3.3
1746,24.54,24.54,3.31
1747,24.54,24.54,3.32
1748,24.54,24.54,3.34
1749,24.54,24.54,3.35
1750,24.54,24.54,3.36
1751,24.54,24.54,3.37
1752,24.54,24.54,3.38
1753,24.54,24.54,3.39
1754,24.55,24.55,3.4
1755,24.55,24.55,3.41
1756,24.55,24.55,3.42
1757,24.55,24.55,3.43
1758,24.55,24.55,3.44
1759,24.55,24.55,3.45
1760,24.55,24.55,3.46
1761,24.55,24.55,3.47
1762,24.55,24.55,3.48
1763,24.55,24.55,3.49
1764,24.55,24.55,3.5
1765,24.55,24.55,3.51
1766,24.55,24.55,3.52
1767,24.55,24.55,3.53
1768,24.56,24.56,3.54
1769,24.56,24.56,3.55
1770,24.56,24.56,3.56
1771,24.56,24.56,3.57
1772,24.56,24.56,3.58
1773,24.56,24.56,3.59
1774,24.56,24.56,3.6
1775,24.56,24.56,3.61
1776,24.56,24.56,3.62
1777,24.56,24.56,3.63
1778,24.56,24.56,3.64
1779,24.56,24.56,3.65
1780,24.56,24.56,3.66
1781,24.57,24.57,3.67
1782,24.57,24.57,3.68
1783,24.57,24.57,3.69
1784,24.57,24.57,3.7
1785,24.57,24.57,3.71
1786,24.57,24.57,3.72
1787,24.57,24.57,3.73
1788,24.57,24.57,3.74
1789,24.57,24.57,3.75
1790,24.57,24.57,3.76
1791,24.57,24.57,3.77
1792,24.57,24.57,3.78
1793,24.57,24.57,3.79
1794,24.57,24.57,3.8
1795,24.58,24.58,3.81
1796,24.58,24.58,3.82
1797,24.58,24.58,3.83
1798,24.58,24.58,3.84
1799,24.58,24.58,3.85
1800,24.58,24.58,3.86
1801,24.58,24.58,3.87
1802,24.58,24.58,3.88
1803,24.58,24.58,3.89
1804,24.58,24.58,3.9
1805,24.58,24.58,3.91
1806,24.58,24.58,3.92
1807,24.58,24.58,3.93
1808,24.58,24.58,3.94
1809,24.59,24.59,3.95
1810,24.59,24.59,3.96
1811,24.59,24.59,3.97
1812,24.59,24.59,3.98
1813,24.59,24.59,3.99
1814,24.59,24.59,4.0
1815,24.59,24.59,4.01
1816,24.59,24.59,4.02
1817,24.59,24.59,4.03
1818,24.59,24.59,4.04
1819,24.59,24.59,4.05
1820,24.59,24.59,4.06
1821,24.59,24.59,4.07
1822,24.59,24.59,4.08
1823,24.6,24.6,4.09
1824,24.6,24.6,4.1
1825,24.6,24.6,4.11
1826,24.6,24.6,4.12
1827,24.6,24.6,4.13
1828,24.6,24.6,4.14
1829,24.6,24.6,4.15
1830,24.6,24.6,4.16
1831,24.6,24.6,4.17
1832,24.6,24.6,4.18
1833,24.6,24.6,4.19
1834,24.6,24.6,4.2
1835,24.6,24.6,4.21
1836,24.6,24.6,4.22
1837,24.6,24.6,4.23
1838,24.61,24.61,4.24
1839,24.61,24.61,4.25
1840,24.61,24.61,4.26
1841,24.61,24.61,4.27
1842,24.61,24.61,4.28
1843,24.61,24.61,4.29
1844,24.61,24.61,4.3
1845,24.61,24.61,4.31
1846,24.61,24.61,4.32
1847,24.61,24.61,4.33
1848,24.61,24.61,4.34
1849,24.61,24.61,4.35
1850,24.61,24.61,4.36
1851,24.61,24.61,4.37
1852,24.61,24.61,4.38
1853,24.62,24.62,4.39
1854,24.62,24.62,4.4
1855,24.62,24.62,4.41
1856,24.62,24.62,4.42
1857,24.62,24.62,4.43
1858,24.62,24.62,4.44
1859,24.62,24.62,4.45
